"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rpl372",1.24785241458753e-43,0.45239694437921,1,1,2.75937604437741e-39,"9","Rpl37"
"Chst113",4.13472572165532e-43,0.919455367477759,0.353,0.106,9.14311898829641e-39,"9","Chst11"
"Fes1",5.65058735195597e-43,0.584751890808633,0.263,0.065,1.24951438113802e-38,"9","Fes"
"Ostf14",1.15098485993097e-42,0.693479070563002,0.99,0.768,2.54517282076535e-38,"9","Ostf1"
"Arhgap264",1.26940788641554e-42,1.19573672114495,0.597,0.332,2.80704165923068e-38,"9","Arhgap26"
"Rps122",1.67741779813102e-42,0.396392943820072,1,1,3.70927397700712e-38,"9","Rps12"
"Ext13",1.90799000616904e-42,1.27284558517987,1,0.896,4.21913830064161e-38,"9","Ext1"
"Ptp4a23",2.31998008483427e-42,0.735940718277912,1,0.977,5.13017196159402e-38,"9","Ptp4a2"
"Nr4a31",9.90291301644883e-42,1.60832572109497,0.93,0.71,2.18983115532733e-37,"9","Nr4a3"
"Ero1lb",1.22589194495732e-41,0.855885114527866,0.34,0.112,2.71081485788412e-37,"9","Ero1lb"
"Adam191",2.34325271752167e-41,0.822383276924132,0.283,0.081,5.18163473425567e-37,"9","Adam19"
"Psap1",3.22349869209793e-41,1.03671088482851,1,0.996,7.12812265783616e-37,"9","Psap"
"Nfkbie",4.92900755300679e-41,0.812464389233573,0.36,0.125,1.08995144019639e-36,"9","Nfkbie"
"Cd300c21",5.84759991740914e-41,0.614574815618468,0.297,0.08,1.29307976973668e-36,"9","Cd300c2"
"Tmtc21",1.12344526738338e-40,2.10193578369842,0.483,0.247,2.48427451976487e-36,"9","Tmtc2"
"Aff13",1.86707835131032e-40,0.748172295260808,0.903,0.594,4.12867035825252e-36,"9","Aff1"
"Chd73",2.24742068803666e-40,0.992044973673959,0.54,0.254,4.96972136745546e-36,"9","Chd7"
"Diaph13",5.93448410548558e-40,0.635286855298671,0.983,0.721,1.31229247024603e-35,"9","Diaph1"
"Rasa41",6.22542611565837e-40,0.634331098919093,0.273,0.074,1.37662847695554e-35,"9","Rasa4"
"Gpsm33",1.95127817940832e-39,0.764433592791505,0.92,0.705,4.31486143812561e-35,"9","Gpsm3"
"Ubash3b3",3.41088127922277e-39,1.03892866209808,0.943,0.687,7.54248177274532e-35,"9","Ubash3b"
"Ms4a6b2",3.5952560843405e-39,0.712066014180341,0.26,0.068,7.95018977930214e-35,"9","Ms4a6b"
"Synj12",1.46817180163603e-38,0.964207675557932,0.76,0.614,3.24656830495774e-34,"9","Synj1"
"Ptk2b3",2.06121954302124e-38,0.577003901559259,0.413,0.145,4.55797477548287e-34,"9","Ptk2b"
"Trps12",2.30309648607188e-38,0.943025214533413,0.993,0.818,5.09283725965075e-34,"9","Trps1"
"Icam12",3.24187296707896e-38,0.643092605834121,0.297,0.086,7.1687536921017e-34,"9","Icam1"
"Ptpn62",1.2407332438002e-37,0.983274657737943,0.79,0.631,2.74363342201538e-33,"9","Ptpn6"
"Sh3bgrl4",1.41940056609314e-37,0.84068565392991,0.987,0.786,3.13872047180176e-33,"9","Sh3bgrl"
"Arhgap301",2.06083029904617e-37,0.769744169802902,0.983,0.827,4.55711404028079e-33,"9","Arhgap30"
"Pik3ap12",2.27116255816007e-37,0.64643301383665,0.467,0.175,5.02222176485937e-33,"9","Pik3ap1"
"Jmjd1c4",3.59127408796116e-37,0.769848573167577,1,0.94,7.94138439070851e-33,"9","Jmjd1c"
"Chn2",3.84115263603705e-37,1.05729584111536,0.35,0.134,8.49394082406873e-33,"9","Chn2"
"Mob3a",1.11596930491299e-36,0.73739889330569,0.297,0.096,2.46774292395409e-32,"9","Mob3a"
"Rpl37a2",1.4161555740328e-36,0.364675482374041,1,1,3.13154482085874e-32,"9","Rpl37a"
"Hivep11",1.52441146206992e-36,1.21494900128916,0.517,0.292,3.37093106607522e-32,"9","Hivep1"
"Klf64",1.60322215532684e-36,0.801731921988249,1,0.962,3.54520515207424e-32,"9","Klf6"
"Atrnl13",1.60563768737975e-36,1.26246616917017,0.903,0.673,3.55054661810284e-32,"9","Atrnl1"
"Gadd45b3",1.88715213778445e-36,0.952921798738642,0.733,0.458,4.17305952228275e-32,"9","Gadd45b"
"Akt33",3.01924826201761e-36,0.848716972796029,0.977,0.751,6.67646368179953e-32,"9","Akt3"
"Capzb1",7.84131061515683e-36,0.552248114171437,1,0.994,1.73394901632963e-31,"9","Capzb"
"Itgb21",8.85448019246896e-36,0.620943426241674,0.317,0.101,1.95799120496066e-31,"9","Itgb2"
"Sgms11",8.93742812855428e-36,0.736841687607607,0.927,0.617,1.97633348206721e-31,"9","Sgms1"
"Rps281",1.12003296441198e-35,0.376571499202996,1,1,2.47672889420421e-31,"9","Rps28"
"Stk243",1.44961052826214e-35,0.882158510194372,0.82,0.658,3.20552376114608e-31,"9","Stk24"
"Csf2ra2",2.07432743909507e-35,0.951955663783283,0.507,0.266,4.58696026607093e-31,"9","Csf2ra"
"Cmss15",2.41218718970383e-35,0.332841697072078,1,0.987,5.33406953259208e-31,"9","Cmss1"
"Tpt11",3.70584516355699e-35,0.308941902456176,1,1,8.19473541017357e-31,"9","Tpt1"
"Zfp36l13",4.32237551167686e-35,1.04233873512403,0.993,0.888,9.55806896897105e-31,"9","Zfp36l1"
"Shisa53",4.41829454093899e-35,0.741092734061631,0.947,0.722,9.77017471837838e-31,"9","Shisa5"
"Pmvk1",4.51104902864613e-35,0.910403500541016,0.887,0.718,9.97528271704518e-31,"9","Pmvk"
"Rps192",1.10928557307442e-34,0.409024196393782,1,1,2.45296318773947e-30,"9","Rps19"
"Skap22",1.3903287488961e-34,0.645539763760774,1,0.956,3.07443396243395e-30,"9","Skap2"
"Grasp",1.74047131918842e-34,1.48298058459372,0.477,0.272,3.84870422812136e-30,"9","Grasp"
"Nfkbiz3",1.87525198598944e-34,0.501752942978551,0.963,0.658,4.14674471661844e-30,"9","Nfkbiz"
"Stat13",4.77069702832048e-34,0.758048441731839,0.95,0.711,1.05494423387251e-29,"9","Stat1"
"Arpc2",5.49451194647988e-34,0.478563065184322,1,1,1.2150014267251e-29,"9","Arpc2"
"Zmiz13",5.53896561205056e-34,0.52636533713272,0.92,0.635,1.22483146579274e-29,"9","Zmiz1"
"Tnfaip34",8.68495124514108e-34,0.808401689594199,0.49,0.214,1.92050326883805e-29,"9","Tnfaip3"
"Nr4a21",1.3718111524217e-33,1.50275980792706,0.523,0.321,3.03348600135011e-29,"9","Nr4a2"
"Ctsc1",1.43055444863143e-33,0.771385172891822,0.857,0.629,3.16338505225868e-29,"9","Ctsc"
"Bmp2k1",2.28937214190153e-33,1.40488266494146,0.55,0.35,5.06248861738685e-29,"9","Bmp2k"
"Spop3",2.30732183906923e-33,0.803737682106969,0.987,0.835,5.10218078273379e-29,"9","Spop"
"AA4671971",4.52287501595684e-33,1.33256612948024,0.443,0.217,1.00014335227854e-28,"9","AA467197"
"Stk41",4.53670352599148e-33,0.861304409131178,0.963,0.771,1.0032012507025e-28,"9","Stk4"
"B4galnt11",5.27180791284957e-33,0.667431680899947,0.277,0.091,1.16575488376842e-28,"9","B4galnt1"
"Zyx1",5.73475887655988e-33,0.849442623363237,0.997,0.847,1.26812723037369e-28,"9","Zyx"
"Osbpl82",6.69928273173651e-33,0.454106392767683,0.997,0.709,1.4814123904689e-28,"9","Osbpl8"
"Ifi2073",1.01106703752382e-32,0.681181199892254,0.463,0.188,2.23577254007641e-28,"9","Ifi207"
"Tap21",1.49221896932084e-32,0.656091967942147,0.267,0.087,3.29974380685917e-28,"9","Tap2"
"Wnk12",1.56262391280873e-32,1.11914742151633,1,0.987,3.45543025839395e-28,"9","Wnk1"
"Il7r2",1.60644141205556e-32,0.711522280381699,0.273,0.082,3.55232389447846e-28,"9","Il7r"
"Baz2b2",2.64859668808936e-32,0.659304536682686,1,0.951,5.856841856372e-28,"9","Baz2b"
"B2m3",2.80390821167308e-32,0.504563956857338,1,1,6.20028222847268e-28,"9","B2m"
"Sub11",3.67617853194537e-32,0.531440961092456,1,1,8.1291335876908e-28,"9","Sub1"
"Npc22",4.82229230373214e-32,0.573607696128743,1,1,1.06635349712429e-27,"9","Npc2"
"Pitpna2",4.9862486980451e-32,0.667707983984397,1,0.984,1.10260917459871e-27,"9","Pitpna"
"Clec2d3",1.19559098556953e-31,0.818441933945475,0.36,0.141,2.64381034638991e-27,"9","Clec2d"
"Bcl63",1.23414607882164e-31,1.01015670393071,0.47,0.236,2.7290672240983e-27,"9","Bcl6"
"Oasl11",1.25896341537392e-31,1.04484541320983,0.317,0.114,2.78394580041635e-27,"9","Oasl1"
"Arf42",1.66348897032439e-31,0.65330258319899,1,0.987,3.67847316007833e-27,"9","Arf4"
"Rin32",2.84030862433065e-31,1.11195348214481,0.72,0.604,6.28077446098237e-27,"9","Rin3"
"Fam117b2",3.71509900473937e-31,0.771962086412844,0.91,0.67,8.21519842918017e-27,"9","Fam117b"
"Lilrb4a2",6.56196913442399e-31,0.51609321645982,0.537,0.233,1.45104823469518e-26,"9","Lilrb4a"
"Taldo11",6.59042930343752e-31,0.759857836728052,1,0.988,1.45734163186914e-26,"9","Taldo1"
"Gsn3",7.2298745549076e-31,0.665566701245863,0.977,0.748,1.59874216032672e-26,"9","Gsn"
"Ifngr13",1.10098860902128e-30,1.05959925881428,0.46,0.248,2.43461611112877e-26,"9","Ifngr1"
"Tapbp5",1.54179269236026e-30,0.887713720218335,0.747,0.604,3.40936618061624e-26,"9","Tapbp"
"Ifitm23",2.06288418006349e-30,0.902111968477714,1,1,4.56165578737439e-26,"9","Ifitm2"
"C130026I21Rik",2.51916555138177e-30,0.78636670608613,0.297,0.111,5.57063078377052e-26,"9","C130026I21Rik"
"Bhlhe401",7.7456127682269e-30,0.890942505660118,0.993,0.818,1.71278735143801e-25,"9","Bhlhe40"
"Apbb1ip4",1.84217574953547e-29,0.727094986856086,0.52,0.268,4.07360323494779e-25,"9","Apbb1ip"
"Plekho11",1.98571034737699e-29,0.689527055752346,0.993,0.851,4.39100129115474e-25,"9","Plekho1"
"Prkch3",3.57409263458238e-29,0.668627834083294,0.32,0.117,7.90339104285202e-25,"9","Prkch"
"Ahnak4",5.60169270720764e-29,0.586341278934391,0.99,0.712,1.23870230834483e-24,"9","Ahnak"
"Gab22",7.85127334074825e-29,0.659588323154609,0.983,0.721,1.73615207383966e-24,"9","Gab2"
"Cbl2",1.04921590792023e-28,0.599039702348051,0.907,0.703,2.32013113718401e-24,"9","Cbl"
"Tbxas11",1.07932495173895e-28,0.53715102476019,0.31,0.109,2.38671126578034e-24,"9","Tbxas1"
"Plekho21",1.23798078985233e-28,0.870869600222975,0.523,0.31,2.73754692060046e-24,"9","Plekho2"
"Rcsd1",1.2571280325319e-28,0.921552117757393,0.323,0.132,2.77988721833779e-24,"9","Rcsd1"
"Lrch14",1.36392728257275e-28,0.936086294559491,0.743,0.622,3.01605239995312e-24,"9","Lrch1"
"Dab22",1.63556088734775e-28,0.945129599812799,0.387,0.168,3.61671579019209e-24,"9","Dab2"
"Ccnd33",2.32021359749651e-28,0.730944598050628,0.997,0.887,5.13068832814403e-24,"9","Ccnd3"
"Foxn33",3.359237932288e-28,0.755673323748212,1,0.93,7.42828283966845e-24,"9","Foxn3"
"Gpx12",3.54191693223022e-28,0.544431278957647,1,1,7.83224091224069e-24,"9","Gpx1"
"Gngt22",3.75783172676933e-28,0.808896970144427,0.343,0.134,8.30969329740502e-24,"9","Gngt2"
"Rpl18a2",3.83646770329895e-28,0.315230695781469,1,1,8.48358103230496e-24,"9","Rpl18a"
"Pag13",6.55518658229157e-28,0.657825594546904,0.333,0.124,1.44954840894213e-23,"9","Pag1"
"Nlrc52",1.43390963679347e-27,0.865033296587317,0.397,0.193,3.17080437984141e-23,"9","Nlrc5"
"Relb2",1.52044103026493e-27,1.27720599808696,0.48,0.293,3.36215125022484e-23,"9","Relb"
"Rpl35a",1.53272267949794e-27,0.317616985132991,1,1,3.3893096611738e-23,"9","Rpl35a"
"Swap701",1.5434511907292e-27,1.00913464997233,0.917,0.714,3.41303361805949e-23,"9","Swap70"
"Rnh12",2.4464477663038e-27,0.674523476799421,1,0.921,5.4098299456276e-23,"9","Rnh1"
"Glud14",2.51831081226739e-27,0.629215976827263,0.99,0.837,5.56874069916687e-23,"9","Glud1"
"Hivep23",2.54386800119814e-27,0.929522732108501,0.997,0.871,5.62525531104946e-23,"9","Hivep2"
"Serinc34",3.20235000964706e-27,0.565258158733093,0.977,0.766,7.08135657633254e-23,"9","Serinc3"
"Myh93",3.48164447029454e-27,0.531355556192501,1,0.956,7.69896041716231e-23,"9","Myh9"
"Ccdc88a",3.68094037479811e-27,0.989168628344628,0.98,0.849,8.13966345079107e-23,"9","Ccdc88a"
"Klf23",6.20727947031471e-27,0.676445641680777,0.98,0.661,1.37261570927069e-22,"9","Klf2"
"Riok33",7.36564339775814e-27,0.493293253032339,0.94,0.715,1.62876472454626e-22,"9","Riok3"
"Irf23",7.44916366337505e-27,0.68025982265227,0.79,0.629,1.64723356088213e-22,"9","Irf2"
"Clec4a31",2.15714480579604e-26,0.721440591111169,0.257,0.086,4.77009430905679e-22,"9","Clec4a3"
"Tmem131l",2.33702748228032e-26,1.30261958327512,0.46,0.283,5.16786887156647e-22,"9","Tmem131l"
"Elovl51",2.4329013193717e-26,0.681521746210087,0.877,0.692,5.37987468752663e-22,"9","Elovl5"
"Atp2b12",2.52317102037289e-26,0.707351548829011,1,0.928,5.57948807735058e-22,"9","Atp2b1"
"Elmsan12",3.53350291565455e-26,1.03051330839261,0.777,0.647,7.8136349973869e-22,"9","Elmsan1"
"Sppl2a1",4.10511448540547e-26,0.654057923993608,0.937,0.728,9.07763966157711e-22,"9","Sppl2a"
"Tspan132",4.69655897192318e-26,1.08481760313374,0.61,0.539,1.03855008546137e-21,"9","Tspan13"
"Rps212",8.127699339914e-26,0.320372849630569,1,1,1.79727815503518e-21,"9","Rps21"
"Frmd4b2",9.80782802845144e-26,0.597169732342974,0.327,0.127,2.16880501193147e-21,"9","Frmd4b"
"Phactr23",1.12399541560863e-25,0.794384356313745,0.83,0.691,2.48549106253537e-21,"9","Phactr2"
"H2-T232",1.16617419462173e-25,0.737486528649628,0.36,0.17,2.57876099656703e-21,"9","H2-T23"
"Fchsd21",2.46220252195855e-25,1.08258855063658,0.82,0.664,5.44466843680693e-21,"9","Fchsd2"
"Bcl11a",3.28071902812471e-25,1.00458660814488,0.303,0.133,7.25465398689217e-21,"9","Bcl11a"
"Baz1a1",3.71549222321492e-25,0.619958512335728,1,0.944,8.21606795319514e-21,"9","Baz1a"
"Prcp",4.97268642781145e-25,0.854806171445096,0.413,0.232,1.09961014978195e-20,"9","Prcp"
"Pold42",5.03446319282915e-25,0.591230176606873,0.883,0.704,1.11327084583031e-20,"9","Pold4"
"St3gal13",5.23714993268038e-25,0.678101527242779,0.877,0.666,1.15809096461361e-20,"9","St3gal1"
"Rpl111",6.7117151120424e-25,0.297956691957288,1,1,1.48416156272594e-20,"9","Rpl11"
"Rps29",7.6205333858936e-25,0.253956977588138,1,1,1.68512854762265e-20,"9","Rps29"
"Isg153",7.67846948628319e-25,0.704285112639411,0.973,0.711,1.6979399575018e-20,"9","Isg15"
"Hdac9",9.01218466148255e-25,0.95373449630038,0.32,0.137,1.99286439419364e-20,"9","Hdac9"
"Hfe",1.30066434573839e-24,1.15409327923122,0.427,0.263,2.87615906773129e-20,"9","Hfe"
"Ahr",3.4662850984946e-24,0.990683252625883,0.377,0.194,7.6649962383011e-20,"9","Ahr"
"Itpr11",4.6319012081809e-24,0.845258517772515,0.997,0.883,1.02425231416504e-19,"9","Itpr1"
"Tbc1d14",7.3424597499588e-24,0.733810223169361,0.973,0.785,1.62363812450839e-19,"9","Tbc1d1"
"Irf14",7.69545258905035e-24,0.925914039987264,0.45,0.256,1.7016954310167e-19,"9","Irf1"
"Rps101",8.08492300816328e-24,0.270092090604745,1,1,1.78781902479515e-19,"9","Rps10"
"Susd64",8.63306598684681e-24,0.536526753865184,0.933,0.684,1.90902988167144e-19,"9","Susd6"
"Rpl182",1.31198073956015e-23,0.29258250833102,1,1,2.90118300938936e-19,"9","Rpl18"
"Sowahc",2.65960249227328e-23,0.584581695958108,0.28,0.114,5.88117899116391e-19,"9","Sowahc"
"Jak14",3.13817028006256e-23,0.639153059937411,1,0.857,6.93943594030234e-19,"9","Jak1"
"Rnf19b3",3.45231713195559e-23,0.891366306529239,0.577,0.399,7.63410887389339e-19,"9","Rnf19b"
"Rabgap1l2",5.15552722956932e-23,1.90487018510269,0.493,0.354,1.14004173627466e-18,"9","Rabgap1l"
"Tpm31",5.70998539332553e-23,0.449144368912205,1,0.997,1.26264907002607e-18,"9","Tpm3"
"Ehd42",6.61078623224666e-23,0.828660454652474,0.773,0.636,1.4618431595367e-18,"9","Ehd4"
"Ppp2r5a3",8.92240076934097e-23,0.544985581116419,0.953,0.747,1.97301048212437e-18,"9","Ppp2r5a"
"Itm2c2",9.41430872520906e-23,0.536449314701371,0.96,0.795,2.08178608840548e-18,"9","Itm2c"
"Man2b11",1.06991536395797e-22,0.651848623295837,0.96,0.779,2.36590384432027e-18,"9","Man2b1"
"Smchd12",1.13998436376803e-22,0.845846450348873,1,0.886,2.52084742360025e-18,"9","Smchd1"
"1810026B05Rik2",1.37416631927346e-22,0.469502095013318,0.897,0.69,3.03869398180941e-18,"9","1810026B05Rik"
"Trafd12",1.42721368381878e-22,0.818223206759091,0.41,0.234,3.15599761902846e-18,"9","Trafd1"
"Ssr41",1.55783549421253e-22,0.464141911092406,1,0.996,3.44484162835216e-18,"9","Ssr4"
"Zc3h7a1",1.99703609959223e-22,0.498582605628948,0.957,0.752,4.4160459270283e-18,"9","Zc3h7a"
"Il1b2",4.14463254283356e-22,0.341293791799779,0.4,0.179,9.16502594196786e-18,"9","Il1b"
"Traf34",4.30808445742511e-22,0.760932354832589,0.943,0.748,9.52646716070414e-18,"9","Traf3"
"Nsf1",4.41795035928528e-22,0.586223150620526,0.947,0.759,9.76941362948753e-18,"9","Nsf"
"H131",4.99336102561459e-22,0.592935513472972,0.993,0.875,1.10418192359415e-17,"9","H13"
"Akna",5.31192870376712e-22,0.575217457057128,0.287,0.124,1.17462679426402e-17,"9","Akna"
"Cux12",5.74066958235426e-22,0.587164113746634,0.993,0.852,1.269434264746e-17,"9","Cux1"
"Wasf21",7.83188924838171e-22,0.530679513581602,1,0.947,1.73186566949465e-17,"9","Wasf2"
"Ms4a6d1",8.43392224203642e-22,0.653997231815878,0.273,0.105,1.86499322538151e-17,"9","Ms4a6d"
"Tbc1d53",8.74448133761689e-22,0.555845815150641,0.957,0.715,1.93366715818722e-17,"9","Tbc1d5"
"Zfp5161",9.40878757014976e-22,0.69764265553007,0.75,0.638,2.08056519538722e-17,"9","Zfp516"
"Tmem1232",1.26776781490108e-21,1.6063667570042,0.443,0.296,2.80341496909076e-17,"9","Tmem123"
"Immp2l",2.32719617436976e-21,0.863889684013379,0.9,0.701,5.14612890038385e-17,"9","Immp2l"
"Pcgf52",2.44478300485456e-21,1.43005509564425,0.4,0.232,5.40614865863489e-17,"9","Pcgf5"
"Lilr4b2",2.77767285608398e-21,0.425678231869355,0.463,0.227,6.1422679866585e-17,"9","Lilr4b"
"Epb41l22",2.8696708654122e-21,0.671009028986837,0.997,0.813,6.345703184686e-17,"9","Epb41l2"
"Lncpint3",3.12059963391734e-21,0.591749186254579,1,0.941,6.90058197048142e-17,"9","Lncpint"
"Abr2",3.9782456909251e-21,0.567790402099047,0.95,0.715,8.79709469634267e-17,"9","Abr"
"Cdk2ap21",5.11071846607637e-21,0.658199231797447,0.93,0.78,1.13013317440347e-16,"9","Cdk2ap2"
"Myl62",5.22709546169692e-21,0.330148502183962,1,1,1.15586761944504e-16,"9","Myl6"
"Prkcd1",5.45137229392996e-21,0.796565023112419,0.407,0.234,1.20546195535673e-16,"9","Prkcd"
"Atp8b42",7.44821068929703e-21,0.490837686879152,0.263,0.099,1.64702282972425e-16,"9","Atp8b4"
"Ndel13",8.55395348838736e-21,0.526389737976554,0.98,0.811,1.8915357348871e-16,"9","Ndel1"
"Gda4",8.71589038801065e-21,0.913400162588163,0.323,0.139,1.92734484150079e-16,"9","Gda"
"Arih22",9.96488948618664e-21,0.559389783585859,0.98,0.773,2.20353601208045e-16,"9","Arih2"
"Creb11",1.05754789761422e-20,0.509402427327761,0.917,0.735,2.33855566599433e-16,"9","Creb1"
"Gpd21",1.32367321491007e-20,0.63272274970747,0.873,0.718,2.92703858013065e-16,"9","Gpd2"
"Rap1a2",1.43144086344592e-20,0.67400996073254,1,0.918,3.16534518133796e-16,"9","Rap1a"
"Rgs102",1.96337498952686e-20,1.16130406982634,0.573,0.529,4.34161111434076e-16,"9","Rgs10"
"Sh3kbp13",2.12224512495974e-20,0.505909594319997,0.973,0.742,4.69292064482348e-16,"9","Sh3kbp1"
"Dennd1b3",2.34721851833114e-20,0.510187349512757,0.963,0.769,5.19040430958565e-16,"9","Dennd1b"
"Ccnl12",2.53534849862229e-20,0.454453919270362,0.997,0.94,5.60641613500346e-16,"9","Ccnl1"
"Mndal4",2.59380208830245e-20,0.871096813673261,0.433,0.255,5.7356745578632e-16,"9","Mndal"
"Ccl52",2.68129844478831e-20,2.17995999291874,0.297,0.136,5.92915525096038e-16,"9","Ccl5"
"Lactb2",2.85906521932519e-20,0.709170174725915,0.87,0.729,6.32225091949379e-16,"9","Lactb"
"Ass11",3.05059895381956e-20,0.827575946144455,0.317,0.161,6.74578946658119e-16,"9","Ass1"
"Nedd94",3.40788514317935e-20,0.470241003002461,0.313,0.134,7.53585641711249e-16,"9","Nedd9"
"Rap2a",4.39993635390104e-20,0.696836466698723,0.963,0.821,9.72957925938137e-16,"9","Rap2a"
"Orai13",4.6369575975835e-20,0.886605527945844,0.54,0.448,1.02537043355364e-15,"9","Orai1"
"Cers62",5.90198795331677e-20,0.848484777816805,0.993,0.856,1.30510659611694e-15,"9","Cers6"
"Ubac21",8.53396106882321e-20,0.618680496106186,0.833,0.709,1.88711481114888e-15,"9","Ubac2"
"Map3k12",1.06712259078356e-19,0.706725554733113,0.78,0.622,2.35972818499969e-15,"9","Map3k1"
"Eml42",1.21638951949078e-19,0.537027066794426,0.953,0.78,2.68980214444995e-15,"9","Eml4"
"Ifi2113",1.92626291560651e-19,0.75204060021691,0.293,0.129,4.25954518528069e-15,"9","Ifi211"
"Scaf41",2.2313679323381e-19,0.494426833260867,0.923,0.744,4.93422390877925e-15,"9","Scaf4"
"Cblb3",2.29454386279035e-19,1.02351885424806,0.617,0.459,5.07392484378831e-15,"9","Cblb"
"Csrnp11",3.0355980417853e-19,0.691257362996336,0.35,0.184,6.71261794979983e-15,"9","Csrnp1"
"Tcof11",3.74050463715147e-19,0.684802689393904,0.933,0.765,8.27137790413304e-15,"9","Tcof1"
"Itga42",3.97633359637664e-19,1.29636182020372,0.613,0.539,8.79286648166766e-15,"9","Itga4"
"Arl5b2",4.40369315275201e-19,0.601162472917156,0.937,0.73,9.73788666868051e-15,"9","Arl5b"
"Stat35",4.57001498300508e-19,0.668672327550389,1,0.871,1.01056741319191e-14,"9","Stat3"
"Neat13",4.72235635566653e-19,0.384558992769594,1,0.944,1.04425466092854e-14,"9","Neat1"
"Rpl211",4.79944729992074e-19,0.276694686940329,1,1,1.06130178143147e-14,"9","Rpl21"
"Diaph23",5.35697107520058e-19,0.340418088600633,0.867,0.629,1.1845870138591e-14,"9","Diaph2"
"Plekhm31",6.15457559661576e-19,0.787655773068464,0.473,0.312,1.36096130167964e-14,"9","Plekhm3"
"Uck21",6.31446141926685e-19,0.868096307939656,0.993,0.849,1.39631685364248e-14,"9","Uck2"
"Edem11",6.44873685257113e-19,0.522263463487569,0.977,0.798,1.42600918020905e-14,"9","Edem1"
"Ptpn23",6.55392317228621e-19,0.484733865144766,0.95,0.753,1.44926903108765e-14,"9","Ptpn2"
"Parp142",6.60377454667797e-19,0.719813483364927,0.397,0.225,1.4602926655069e-14,"9","Parp14"
"Ier23",6.73506910018783e-19,0.618171087824003,0.997,0.87,1.48932583012453e-14,"9","Ier2"
"Sat13",8.3937152591408e-19,0.475209233609764,1,0.862,1.85610225525381e-14,"9","Sat1"
"Fndc3a2",8.98240930208445e-19,0.369921095632717,0.987,0.773,1.98628016896993e-14,"9","Fndc3a"
"Nsa21",1.1557761491484e-18,0.382188731051414,1,0.998,2.55576779861186e-14,"9","Nsa2"
"Foxp12",1.17486459069664e-18,0.540567407217617,0.997,0.974,2.59797806940748e-14,"9","Foxp1"
"Clasp21",1.2190299929127e-18,0.557017037927395,0.97,0.78,2.69564102332785e-14,"9","Clasp2"
"Mvp2",1.29902197207657e-18,0.775117387441955,0.44,0.297,2.87252728685292e-14,"9","Mvp"
"Gphn4",1.4959698441338e-18,0.396184506712074,1,0.969,3.30803811633308e-14,"9","Gphn"
"Ranbp22",1.54577664752664e-18,0.521057141134883,0.957,0.754,3.41817590067567e-14,"9","Ranbp2"
"Myl12b2",2.3191982862036e-18,0.466195970505845,0.997,0.952,5.12844317028203e-14,"9","Myl12b"
"Necap2",2.45410412262348e-18,0.556011681936085,0.983,0.848,5.4267604463573e-14,"9","Necap2"
"Tbc1d152",3.32540602877695e-18,0.491389790918874,0.857,0.68,7.35347035143448e-14,"9","Tbc1d15"
"Mef2a3",3.38424493923082e-18,0.527996260238702,0.99,0.79,7.48358083412111e-14,"9","Mef2a"
"Slc15a32",4.35432163620391e-18,0.267470981113266,0.403,0.187,9.62871143413771e-14,"9","Slc15a3"
"Ube2f1",4.89329195367055e-18,0.513417179643421,0.987,0.861,1.08205364971517e-13,"9","Ube2f"
"Ifi351",5.52690286940337e-18,0.433635074111406,0.96,0.777,1.22216403151117e-13,"9","Ifi35"
"Rps183",5.71418801628196e-18,0.296546649584686,1,1,1.26357839604043e-13,"9","Rps18"
"Tmed51",6.16548394150613e-18,0.438448535333056,0.917,0.739,1.36337346398525e-13,"9","Tmed5"
"Ptbp33",6.46432587189592e-18,0.429827875567438,1,0.94,1.42945638005234e-13,"9","Ptbp3"
"Rpl36a3",7.20668653078674e-18,0.338704958070734,1,1,1.59361459255287e-13,"9","Rpl36a"
"Asap13",7.46533055504765e-18,0.6607120152346,1,0.932,1.65080854563769e-13,"9","Asap1"
"Nfkbib2",8.54854060650825e-18,0.505976262938364,0.917,0.745,1.89033878431717e-13,"9","Nfkbib"
"Cdkn1a2",1.09654516648344e-17,0.344306002543034,1,0.721,2.42479032664483e-13,"9","Cdkn1a"
"Psmb101",1.25792905460568e-17,0.381688995757047,0.997,0.849,2.78165851844953e-13,"9","Psmb10"
"Ifrd13",1.49780253097257e-17,0.480365249334625,1,0.979,3.31209073673965e-13,"9","Ifrd1"
"Mob1a",1.64174991353552e-17,0.464946360684509,0.957,0.802,3.63040158380109e-13,"9","Mob1a"
"Sik12",1.64839849210473e-17,1.02342759633386,0.48,0.356,3.6451035855912e-13,"9","Sik1"
"Pnp4",1.69051777165381e-17,0.746624574524418,0.657,0.58,3.73824194845807e-13,"9","Pnp"
"Vrk11",1.88025243458697e-17,0.595920338910011,0.84,0.687,4.15780220860216e-13,"9","Vrk1"
"Ttc71",2.55512471577288e-17,0.601670150765885,0.343,0.19,5.65014728398857e-13,"9","Ttc7"
"Mrpl521",2.59139176750254e-17,0.439033257010328,0.997,0.993,5.73034461547836e-13,"9","Mrpl52"
"Stk17b3",3.10320747817551e-17,0.757265841180988,0.41,0.252,6.8621226964895e-13,"9","Stk17b"
"Avpi1",3.31063729114682e-17,0.616249808636269,0.867,0.745,7.32081224191296e-13,"9","Avpi1"
"Arhgap173",3.72986254975359e-17,0.614595282951576,0.733,0.62,8.24784505627012e-13,"9","Arhgap17"
