"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rasd2",0,0.351198081808015,0.295,0.097,0,"0","Rasd2"
"Zc3h6",0,0.350844206638266,0.431,0.19,0,"0","Zc3h6"
"Hhipl1",0,0.349911517741333,0.492,0.277,0,"0","Hhipl1"
"Wls",0,0.349817802016184,0.96,0.962,0,"0","Wls"
"Acadsb",0,0.348444127722424,0.539,0.299,0,"0","Acadsb"
"Kidins220",0,0.347904584074505,0.864,0.864,0,"0","Kidins220"
"Cmtm5",0,0.347629163955394,0.405,0.194,0,"0","Cmtm5"
"Erlec1",0,0.345685727709363,0.851,0.853,0,"0","Erlec1"
"Gaa",0,0.343910606272544,0.926,0.935,0,"0","Gaa"
"Atp6v1b2",0,0.343733991462231,0.978,0.964,0,"0","Atp6v1b2"
"Kdm7a",0,0.342357686502336,0.801,0.679,0,"0","Kdm7a"
"Uqcrq",0,0.340947998078221,1,1,0,"0","Uqcrq"
"Lima1",0,0.340815142374574,0.981,0.985,0,"0","Lima1"
"Anxa4",0,0.34076890649059,0.927,0.91,0,"0","Anxa4"
"mt-Atp6",0,0.339839015104393,1,1,0,"0","mt-Atp6"
"Golgb1",0,0.339705628784802,0.947,0.934,0,"0","Golgb1"
"Atp6v0e2",0,0.339628829019472,0.899,0.908,0,"0","Atp6v0e2"
"Rplp1",0,0.338253749599674,1,1,0,"0","Rplp1"
"Ak4",0,0.337822695129389,0.495,0.267,0,"0","Ak4"
"Uqcrb",0,0.336660100219221,1,1,0,"0","Uqcrb"
"Rap1gap",0,0.336547902707232,0.376,0.147,0,"0","Rap1gap"
"Nudt8",0,0.336483426796373,0.513,0.283,0,"0","Nudt8"
"Epb41l4a",0,0.336436204563629,0.437,0.227,0,"0","Epb41l4a"
"mt-Co1",0,0.336363181952076,1,1,0,"0","mt-Co1"
"Phf3",0,0.335658869490025,0.956,0.954,0,"0","Phf3"
"Atp5mpl",0,0.335336783699934,1,1,0,"0","Atp5mpl"
"Ubxn6",0,0.334504484768789,0.836,0.822,0,"0","Ubxn6"
"Ndufa1",0,0.334384726470822,0.989,0.987,0,"0","Ndufa1"
"Selenom",0,0.334083055328956,0.997,0.996,0,"0","Selenom"
"Eif3e",0,0.333085095199219,1,0.999,0,"0","Eif3e"
"Cops9",0,0.332057579513189,1,0.998,0,"0","Cops9"
"Gsk3b",0,0.331925265190143,0.996,0.992,0,"0","Gsk3b"
"Arhgef25",0,0.331468122717548,0.424,0.186,0,"0","Arhgef25"
"Epm2a",0,0.330985569360661,0.349,0.131,0,"0","Epm2a"
"Rtn4",0,0.330179443453268,0.999,0.995,0,"0","Rtn4"
"Gm14325",0,0.329801373306409,0.421,0.188,0,"0","Gm14325"
"Paip2",0,0.329592761506635,0.96,0.942,0,"0","Paip2"
"Ndufb11",0,0.329522388388062,1,1,0,"0","Ndufb11"
"Rps4x",0,0.329412430722145,1,1,0,"0","Rps4x"
"Ddr1",0,0.328901828838966,0.511,0.293,0,"0","Ddr1"
"Pbxip1",0,0.326889466670838,0.858,0.863,0,"0","Pbxip1"
"Cpq",0,0.32677454322377,0.494,0.261,0,"0","Cpq"
"Tex264",0,0.325726897414924,0.922,0.921,0,"0","Tex264"
"Rab2b",0,0.325071648847334,0.47,0.225,0,"0","Rab2b"
"Ggcx",0,0.324875603548232,0.49,0.263,0,"0","Ggcx"
"Tnks1bp1",0,0.324286588891925,0.466,0.225,0,"0","Tnks1bp1"
"Ktn1",0,0.324232529192883,0.978,0.979,0,"0","Ktn1"
"BC029722",0,0.32402280611621,0.514,0.281,0,"0","BC029722"
"Dctn3",0,0.32389600024515,0.999,0.998,0,"0","Dctn3"
"Tmcc2",0,0.32375647274446,0.443,0.227,0,"0","Tmcc2"
"Cd151",0,0.322078819484892,0.92,0.935,0,"0","Cd151"
"Dync1h1",0,0.321519401936551,0.998,0.996,0,"0","Dync1h1"
"Dyrk1b",0,0.320483502196901,0.385,0.155,0,"0","Dyrk1b"
"Dbp",0,0.320180262387559,0.342,0.137,0,"0","Dbp"
"Chchd2",0,0.319787670028985,1,1,0,"0","Chchd2"
"Nenf",0,0.31969053624599,0.998,0.998,0,"0","Nenf"
"Ndufb5",0,0.319688370330828,1,1,0,"0","Ndufb5"
"Map2k5",0,0.318668695506481,0.957,0.97,0,"0","Map2k5"
"Fbxo25",0,0.318329139419401,0.431,0.196,0,"0","Fbxo25"
"Slc15a2",0,0.318158591907401,0.392,0.178,0,"0","Slc15a2"
"Uqcr11",0,0.318116291792697,1,1,0,"0","Uqcr11"
"Cep170b",0,0.318072061267138,0.467,0.247,0,"0","Cep170b"
"Rpl39",0,0.317912736116255,1,1,0,"0","Rpl39"
"Crlf1",0,0.317734326761837,0.331,0.131,0,"0","Crlf1"
"Neil2",0,0.317494778568893,0.381,0.162,0,"0","Neil2"
"Ubb",0,0.317309194777014,1,1,0,"0","Ubb"
"Smap1",0,0.317060789751462,0.99,0.99,0,"0","Smap1"
"Arhgef37",0,0.316528107629352,0.366,0.155,0,"0","Arhgef37"
"Epha4",0,0.316262463105148,0.261,0.093,0,"0","Epha4"
"Kif5b",0,0.316052232484417,0.994,0.994,0,"0","Kif5b"
"Cox6b1",0,0.316015961425383,1,1,0,"0","Cox6b1"
"Tmem59",0,0.315705503802457,0.963,0.958,0,"0","Tmem59"
"Gpr146",0,0.314921045207569,0.429,0.196,0,"0","Gpr146"
"Aebp1",0,0.314039596860842,0.998,0.998,0,"0","Aebp1"
"Naca",0,0.313887362912519,1,1,0,"0","Naca"
"Ltbp3",0,0.313716370221644,0.454,0.227,0,"0","Ltbp3"
"Alx1",0,0.313224713744561,0.485,0.262,0,"0","Alx1"
"Ppdpf",0,0.313179555371972,0.964,0.971,0,"0","Ppdpf"
"Rpl28",0,0.312917263192918,1,1,0,"0","Rpl28"
"Ypel2",0,0.312915267802982,0.502,0.27,0,"0","Ypel2"
"Enpp5",0,0.312599190876047,0.359,0.145,0,"0","Enpp5"
"Ergic3",0,0.311913689433799,0.986,0.988,0,"0","Ergic3"
"Aplp2",0,0.311475978369444,0.989,0.988,0,"0","Aplp2"
"2310010J17Rik",0,0.311400492645469,0.473,0.229,0,"0","2310010J17Rik"
"4930533B01Rik",0,0.311241282082431,0.296,0.106,0,"0","4930533B01Rik"
"Gm14964",0,0.310380324329302,0.316,0.12,0,"0","Gm14964"
"Zhx1",0,0.309739342680157,0.496,0.273,0,"0","Zhx1"
"Eno2",0,0.308820840280652,0.313,0.108,0,"0","Eno2"
"Ntmt1",0,0.308688629035758,0.968,0.979,0,"0","Ntmt1"
"Aco2",0,0.308648809872472,0.995,0.994,0,"0","Aco2"
"Renbp",0,0.306733321982726,0.979,0.98,0,"0","Renbp"
"Rida",0,0.306054813993326,0.439,0.219,0,"0","Rida"
"Gzf1",0,0.305188816859242,0.484,0.26,0,"0","Gzf1"
"Rpl30",0,0.304968476996307,1,1,0,"0","Rpl30"
"Kif3a",0,0.30493329620163,0.939,0.948,0,"0","Kif3a"
"Atp5b",0,0.304370057418289,1,1,0,"0","Atp5b"
"Tpk1",0,0.303698752121116,0.413,0.206,0,"0","Tpk1"
"1190005I06Rik",0,0.303550951475519,0.417,0.213,0,"0","1190005I06Rik"
"C1rl",0,0.303516372716619,0.365,0.151,0,"0","C1rl"
"Lamtor2",0,0.303391985364391,1,0.999,0,"0","Lamtor2"
"Abtb1",0,0.302476805811729,0.483,0.247,0,"0","Abtb1"
"Gpt",0,0.302154934296998,0.404,0.201,0,"0","Gpt"
"Kcmf1",0,0.302148442259596,0.996,0.996,0,"0","Kcmf1"
"Nudt16",0,0.301758867476471,0.413,0.193,0,"0","Nudt16"
"Abat",0,0.301340185823715,0.307,0.111,0,"0","Abat"
"Fbxw9",0,0.301260454750411,0.416,0.197,0,"0","Fbxw9"
"Arfip1",0,0.301043525565397,0.495,0.262,0,"0","Arfip1"
"Maged1",0,0.300684653564973,0.959,0.973,0,"0","Maged1"
"2700033N17Rik",0,0.300534494187918,0.389,0.183,0,"0","2700033N17Rik"
"Aldh1l1",0,0.298185941725606,0.338,0.143,0,"0","Aldh1l1"
"Ezh1",0,0.297850798493351,0.505,0.267,0,"0","Ezh1"
"Bvht",0,0.297525437082897,0.439,0.223,0,"0","Bvht"
"Atp6v1g1",0,0.297504989405032,1,1,0,"0","Atp6v1g1"
"mt-Co2",0,0.296071625813919,1,1,0,"0","mt-Co2"
"Cpeb1",0,0.295825949266051,0.447,0.23,0,"0","Cpeb1"
"Trp53inp2",0,0.295572936832927,0.556,0.341,0,"0","Trp53inp2"
"Oxct1",0,0.295381947743555,0.999,0.998,0,"0","Oxct1"
"Gm10010",0,0.295270586197041,0.349,0.148,0,"0","Gm10010"
"Evi5l",0,0.295104583121715,0.406,0.188,0,"0","Evi5l"
"Wdr60",0,0.294908735044635,0.461,0.244,0,"0","Wdr60"
"H2afj",0,0.294837160817758,1,0.999,0,"0","H2afj"
"Rab14",0,0.294220153637646,0.998,0.998,0,"0","Rab14"
"P4hb",0,0.293962584632876,1,1,0,"0","P4hb"
"Lpin1",0,0.293913308694784,0.362,0.153,0,"0","Lpin1"
"Pfdn5",0,0.292888224456535,1,1,0,"0","Pfdn5"
"Ankzf1",0,0.292580059345737,0.439,0.214,0,"0","Ankzf1"
"mt-Nd4",0,0.292373401121191,1,1,0,"0","mt-Nd4"
"Ap2b1",0,0.291510804180699,0.991,0.989,0,"0","Ap2b1"
"Ro60",0,0.291217918165494,0.473,0.254,0,"0","Ro60"
"Vamp2",0,0.290431018079023,0.528,0.308,0,"0","Vamp2"
"Wbp2",0,0.289712574105889,0.991,0.985,0,"0","Wbp2"
"Atp5l",0,0.289209068722838,1,1,0,"0","Atp5l"
"Cox6a1",0,0.289123115445181,1,1,0,"0","Cox6a1"
"Zfyve1",0,0.288867736120925,0.443,0.218,0,"0","Zfyve1"
"Mapk13",0,0.288129811688013,0.417,0.201,0,"0","Mapk13"
"Cmbl",0,0.286867968691594,0.379,0.182,0,"0","Cmbl"
"Cela1",0,0.286417416966415,0.468,0.254,0,"0","Cela1"
"Kmt2e",0,0.286082650439757,0.983,0.97,0,"0","Kmt2e"
"Ankrd24",0,0.285790816036738,0.431,0.221,0,"0","Ankrd24"
"Ccdc73",0,0.285501153638348,0.376,0.167,0,"0","Ccdc73"
"Gm26632",0,0.285214449084852,0.306,0.119,0,"0","Gm26632"
"Fahd2a",0,0.285178786832208,0.359,0.159,0,"0","Fahd2a"
"Tle5",0,0.283991357990837,0.999,0.999,0,"0","Tle5"
"Rpl23",0,0.283767958984523,1,1,0,"0","Rpl23"
"Rnasek",0,0.281235625032065,0.998,0.999,0,"0","Rnasek"
"Ptrh1",0,0.281145425780297,0.363,0.162,0,"0","Ptrh1"
"Ip6k2",0,0.280528558987533,0.441,0.222,0,"0","Ip6k2"
"Rpl19",0,0.280463490472366,1,1,0,"0","Rpl19"
"Ndufc1",0,0.28000485102335,1,1,0,"0","Ndufc1"
"Naga",0,0.278656883051297,0.46,0.225,0,"0","Naga"
"Rps15a",0,0.277903255873021,1,1,0,"0","Rps15a"
"March9",0,0.276569234595163,0.396,0.191,0,"0","March9"
"Stxbp1",0,0.276071604595182,0.432,0.215,0,"0","Stxbp1"
"Cox5b",0,0.276042306014121,1,1,0,"0","Cox5b"
"Tmco3",0,0.275226933217411,0.454,0.232,0,"0","Tmco3"
"Atp5md",0,0.274451785060748,1,1,0,"0","Atp5md"
"Atp5j",0,0.274244333609687,1,1,0,"0","Atp5j"
"Itgb1",0,0.273695936172015,1,1,0,"0","Itgb1"
"Mapre3",0,0.273263424366303,0.347,0.142,0,"0","Mapre3"
"Mien1",0,0.272819781602088,0.985,0.99,0,"0","Mien1"
"Romo1",0,0.271990185358064,0.999,0.999,0,"0","Romo1"
"Nr1d2",0,0.271463730548048,0.45,0.232,0,"0","Nr1d2"
"Eef1b2",0,0.270132272854763,1,1,0,"0","Eef1b2"
"Lamtor4",0,0.269129607138925,0.996,0.996,0,"0","Lamtor4"
"Kdm4a",0,0.268980815772783,0.478,0.257,0,"0","Kdm4a"
"Tcf25",0,0.268100610801435,0.999,0.999,0,"0","Tcf25"
"0610009L18Rik",0,0.26808283545695,0.298,0.107,0,"0","0610009L18Rik"
"Atp5h",0,0.265703937131506,1,1,0,"0","Atp5h"
"Ndufa7",0,0.265551545637001,0.999,0.999,0,"0","Ndufa7"
"Pebp1",0,0.265236297469357,1,1,0,"0","Pebp1"
"Srp72",0,0.263608695452121,0.992,0.994,0,"0","Srp72"
"Rpl5",0,0.263329166075386,1,1,0,"0","Rpl5"
"Hdac11",0,0.26318667865713,0.296,0.115,0,"0","Hdac11"
"Gm19531",0,0.262574329534193,0.298,0.122,0,"0","Gm19531"
"0610012G03Rik",0,0.260998124714088,0.993,0.995,0,"0","0610012G03Rik"
"Vat1",0,0.260828982353869,0.997,0.997,0,"0","Vat1"
"Lgals1",0,0.259334845614206,1,1,0,"0","Lgals1"
"C030037D09Rik",0,0.258417109757093,0.3,0.121,0,"0","C030037D09Rik"
"Gm36738",0,0.256730703218438,0.271,0.085,0,"0","Gm36738"
"Ndufc2",0,0.255470571220087,1,0.999,0,"0","Ndufc2"
"Ctnnb1",0,0.254273071007969,0.999,0.999,0,"0","Ctnnb1"
"Cope",0,0.252780785467931,0.999,0.999,0,"0","Cope"
"Rack1",0,0.252343669467711,1,1,0,"0","Rack1"
"Tmem176a",1.16015114272195e-307,0.347006471882412,0.917,0.924,2.56544222190105e-303,"0","Tmem176a"
"Fez1",3.28808595723384e-307,0.365665387066434,0.516,0.316,7.27094447723119e-303,"0","Fez1"
"Cdc42ep5",4.76514426245077e-307,0.362931255236288,0.91,0.928,1.05371635075574e-302,"0","Cdc42ep5"
"Mthfd1l",5.11880508738351e-307,0.394289514558959,0.937,0.941,1.13192136897312e-302,"0","Mthfd1l"
"Brca1",1.47097757854623e-306,0.5468159093804,0.902,0.955,3.25277271943928e-302,"0","Brca1"
"Ttc12",1.50728937860751e-306,0.252846347128629,0.308,0.131,3.33306900291478e-302,"0","Ttc12"
"Fyttd1",2.86236254824768e-306,0.32226889660298,0.909,0.922,6.32954230294009e-302,"0","Fyttd1"
"Fam210b",1.37285624293975e-305,0.281712730487121,0.43,0.223,3.03579701001267e-301,"0","Fam210b"
"Crppa",8.34337006124812e-305,0.310865613196493,0.45,0.242,1.8449694216438e-300,"0","Crppa"
"Cst6",1.00329823371514e-304,0.43903219832201,0.942,0.953,2.2185933842143e-300,"0","Cst6"
"Micu3",1.30799192003964e-304,0.296346178113543,0.457,0.247,2.89236253278367e-300,"0","Micu3"
"Insc",1.34561627185097e-304,0.315919367898672,0.937,0.953,2.97556126194404e-300,"0","Insc"
"Spindoc",1.56745181911459e-304,0.295849919896127,0.443,0.233,3.46610620760808e-300,"0","Spindoc"
"Mkrn1",3.69853040381202e-304,0.304130781220641,0.968,0.963,8.17856028194952e-300,"0","Mkrn1"
"Baiap2l1",6.60071160881566e-304,0.505746203550288,0.755,0.747,1.45961535805741e-299,"0","Baiap2l1"
"Gm48226",7.3728448164279e-304,0.266643908819136,0.353,0.165,1.6303571742567e-299,"0","Gm48226"
"Ehd3",7.64285417619706e-304,0.273542470786051,0.371,0.178,1.69006434398246e-299,"0","Ehd3"
"Cuedc1",9.89653566944124e-304,0.271543099511085,0.415,0.21,2.18842093258354e-299,"0","Cuedc1"
"Coq10a",1.21697989981236e-303,0.267464485032975,0.46,0.246,2.69110765245507e-299,"0","Coq10a"
"Zgpat",1.57055191637756e-303,0.257142434666211,0.421,0.214,3.4729614526857e-299,"0","Zgpat"
"Fam174b",1.64841915956659e-303,0.344947262351723,0.916,0.925,3.6451492875496e-299,"0","Fam174b"
"Ndufb2",6.47849799971613e-303,0.253067928276918,1,0.999,1.43259026267723e-298,"0","Ndufb2"
"Kbtbd11",9.32390304666137e-303,0.389938643665186,0.602,0.431,2.06179468070823e-298,"0","Kbtbd11"
"Tuft1",1.79404328836393e-302,0.260477514930371,0.393,0.195,3.96716792355916e-298,"0","Tuft1"
"Epm2aip1",2.52151729209792e-302,0.260723231728917,0.406,0.202,5.57583118801613e-298,"0","Epm2aip1"
"Kif21b",2.53639492901464e-302,0.483339745366484,0.748,0.714,5.60873010653008e-298,"0","Kif21b"
"Rufy2",4.49967105639495e-302,0.271449671406458,0.453,0.242,9.95012260700615e-298,"0","Rufy2"
"Emc9",1.44845513686633e-301,0.273391125324936,0.434,0.225,3.20296884415251e-297,"0","Emc9"
"Ube2g1",4.77867684597295e-301,0.379125051877608,0.842,0.832,1.05670881095e-296,"0","Ube2g1"
"Zc2hc1a",4.46563588968648e-300,0.283852811384923,0.407,0.208,9.87486064286371e-296,"0","Zc2hc1a"
"Zfand6",2.3578960421615e-299,0.280463228302681,0.927,0.91,5.21401551803172e-295,"0","Zfand6"
"Got1",1.26796162909969e-298,0.304945293973853,0.988,0.991,2.80384355042814e-294,"0","Got1"
"Dip2c",8.77673186092039e-298,0.381937133792916,0.972,0.977,1.94079871640533e-293,"0","Dip2c"
"Ppp2r3d",1.44779339865219e-297,0.27454594852461,0.442,0.236,3.20150554243958e-293,"0","Ppp2r3d"
"Brd1",4.74903017103263e-297,0.341666311992083,0.925,0.93,1.05015304172044e-292,"0","Brd1"
"Hebp2",6.35410181805344e-297,0.303895032971406,0.485,0.278,1.40508253502616e-292,"0","Hebp2"
"Plod1",1.27577608982837e-296,0.301463935481177,0.951,0.961,2.82112366743747e-292,"0","Plod1"
"Sox4",2.14339418699211e-296,0.410499026266826,0.878,0.9,4.73968756569564e-292,"0","Sox4"
"Flywch2",2.77790182082296e-296,0.2859183761458,0.404,0.207,6.14277429638582e-292,"0","Flywch2"
"Ech1",5.12078196398523e-296,0.290894237324347,0.96,0.969,1.13235851569605e-291,"0","Ech1"
"Zbtb43",9.67586403677172e-296,0.259850651685102,0.471,0.257,2.13962381445133e-291,"0","Zbtb43"
"Sectm1a",1.10497822371386e-295,0.276371967991538,0.359,0.172,2.44343834609845e-291,"0","Sectm1a"
"Tinagl1",1.83086762762291e-295,0.430603840082315,0.802,0.823,4.04859758496254e-291,"0","Tinagl1"
"St3gal6",2.67219909980602e-295,0.302192184373185,0.988,0.986,5.90903386940106e-291,"0","St3gal6"
"Atp11a",3.10659818095932e-295,0.345473843316955,0.895,0.903,6.86962055755535e-291,"0","Atp11a"
"Pfkm",3.67114862524306e-295,0.253730108793402,0.329,0.149,8.11801095499998e-291,"0","Pfkm"
"Dock3",7.05862238413702e-295,0.421802651909131,0.82,0.85,1.56087316780422e-290,"0","Dock3"
"Zfp579",2.7073880980111e-294,0.275743279231715,0.398,0.202,5.98684730113196e-290,"0","Zfp579"
"Scamp5",3.70341044687837e-294,0.269360710793476,0.385,0.192,8.18935152118214e-290,"0","Scamp5"
"Dkk3",5.70007472482869e-294,0.430500130992687,0.845,0.889,1.26045752390137e-289,"0","Dkk3"
"Commd3",1.30429875903058e-293,0.266741922657371,0.987,0.988,2.88419584584433e-289,"0","Commd3"
"Polk",1.92295350379109e-293,0.264027245653334,0.428,0.222,4.25222708293323e-289,"0","Polk"
"Txlng",2.65353085499688e-293,0.268255165544107,0.456,0.243,5.86775277965461e-289,"0","Txlng"
"C530044C16Rik",7.80042303311306e-293,0.263841555880067,0.291,0.123,1.72490754531229e-288,"0","C530044C16Rik"
"Pvt1",4.71692001301851e-292,0.449766366697669,0.931,0.937,1.04305252247878e-287,"0","Pvt1"
"Gng7",4.23959696615817e-291,0.253489821839805,0.338,0.156,9.37502077126556e-287,"0","Gng7"
"Gulp1",3.20816826419862e-290,0.480975154538388,0.886,0.909,7.0942224826224e-286,"0","Gulp1"
"Naa80",1.18411786756407e-289,0.32326677042768,0.544,0.344,2.61843984054444e-285,"0","Naa80"
"Trappc2l",2.84120766849473e-289,0.256926030554757,0.994,0.995,6.28276251734241e-285,"0","Trappc2l"
"Cryz",3.12760004032505e-289,0.263213534920773,0.39,0.197,6.91606196917079e-285,"0","Cryz"
"Nfe2l1",2.01383205743906e-288,0.298490339864934,0.937,0.937,4.453186828615e-284,"0","Nfe2l1"
"Dnajc22",8.15943242207572e-288,0.25789086326669,0.342,0.16,1.8042952914936e-283,"0","Dnajc22"
"Tcf12",5.63853846387113e-287,0.290580089624871,0.991,0.992,1.24685001051582e-282,"0","Tcf12"
"Unc119",7.15515109053292e-286,0.285323671773057,0.944,0.944,1.58221856064954e-281,"0","Unc119"
"Dlgap4",7.32525665305336e-286,0.319266542756044,0.823,0.807,1.61983400368969e-281,"0","Dlgap4"
"Mapk8ip1",1.38222865767676e-285,0.346864916958507,0.809,0.824,3.05652223072062e-281,"0","Mapk8ip1"
"2700054A10Rik",1.51295190512415e-285,0.351852698721537,0.452,0.255,3.34559054780104e-281,"0","2700054A10Rik"
"Adck2",1.53990018231837e-285,0.253290219243389,0.354,0.17,3.40518127316061e-281,"0","Adck2"
"Ccdc40",2.44507170469815e-285,0.273494239567137,0.449,0.246,5.40678706059902e-281,"0","Ccdc40"
"Thsd7a",1.445669862282e-284,0.690828296810871,0.761,0.804,3.19680976646419e-280,"0","Thsd7a"
"Syt11",2.75276644061549e-284,0.276759831356865,0.498,0.292,6.08719243013303e-280,"0","Syt11"
"Zfand1",3.92256493299282e-284,0.274904647204708,0.456,0.252,8.67396783632702e-280,"0","Zfand1"
"Bcar1",6.39705127840234e-284,0.320657725746961,0.496,0.298,1.41457994919311e-279,"0","Bcar1"
"Gpr37",1.30144622259377e-283,0.300434010119678,0.408,0.213,2.8778880320216e-279,"0","Gpr37"
"Cnot4",1.56788902960447e-283,0.335415778075447,0.967,0.965,3.46707301116435e-279,"0","Cnot4"
"Pde1c",1.75325566775336e-283,0.614077484337839,0.755,0.796,3.87697425810301e-279,"0","Pde1c"
"Cfap36",1.97713724283458e-283,0.294754929168606,0.917,0.934,4.37204358508011e-279,"0","Cfap36"
"Pde10a",2.21530216886272e-283,0.769443359436428,0.885,0.9,4.89869768600613e-279,"0","Pde10a"
"Rsf1",1.56586219328351e-281,0.335958366067574,0.914,0.912,3.46259106800782e-277,"0","Rsf1"
"Sox10",7.62257650105383e-281,0.257319298387374,0.992,0.988,1.68558034167803e-276,"0","Sox10"
"Tmem218",3.49087767642462e-280,0.278173953272101,0.481,0.273,7.71937780587777e-276,"0","Tmem218"
"Bckdha",4.77894128415143e-280,0.299136537499399,0.544,0.344,1.05676728616441e-275,"0","Bckdha"
"Kdm4b",2.18347919234762e-278,0.313555150786093,0.55,0.354,4.8283275380383e-274,"0","Kdm4b"
"Boc",2.65420311601666e-278,0.261039852191597,0.302,0.133,5.86923935044763e-274,"0","Boc"
"Acbd3",3.45790104041322e-277,0.295486850907994,0.968,0.974,7.64645657066575e-273,"0","Acbd3"
"Kifap3",4.12431344973879e-276,0.302230743695891,0.84,0.872,9.12009433140738e-272,"0","Kifap3"
"Fam98c",9.15223991389652e-276,0.2593169537223,0.449,0.247,2.02383481215994e-271,"0","Fam98c"
"Scn1a",1.0788814714037e-275,0.321586023528618,0.419,0.226,2.38573059771501e-271,"0","Scn1a"
"Lmbrd1",1.7646755333673e-275,0.277447320722081,0.843,0.826,3.90222700693511e-271,"0","Lmbrd1"
"Ankrd28",2.29856033863299e-275,0.431043250932391,0.852,0.86,5.08280647681913e-271,"0","Ankrd28"
"Slc25a1",4.13907759720058e-275,0.371670802032277,0.817,0.846,9.15274229068965e-271,"0","Slc25a1"
"Map4",5.07119992190837e-275,0.300980835441563,0.968,0.963,1.1213944387316e-270,"0","Map4"
"Pianp",2.32724083488031e-274,0.285612295833362,0.94,0.955,5.14622765817083e-270,"0","Pianp"
"Pard6a",1.08572530353383e-273,0.281365810851185,0.497,0.293,2.40086436370436e-269,"0","Pard6a"
"Cobll1",2.43749182172906e-273,0.455533681409246,0.792,0.823,5.39002566538946e-269,"0","Cobll1"
"Klhl9",4.53924744717126e-273,0.263033397465162,0.477,0.271,1.00376378799298e-268,"0","Klhl9"
"Uckl1",1.62438545227749e-272,0.252594724629532,0.458,0.253,3.59200355062122e-268,"0","Uckl1"
"Agrn",2.62477824086442e-272,0.258816717834071,0.424,0.227,5.80417212402349e-268,"0","Agrn"
"Npas3",1.82934643125046e-271,0.473139286487884,0.802,0.84,4.04523376342413e-267,"0","Npas3"
"Serinc1",3.54600331444374e-271,0.281928296270026,0.907,0.903,7.84127712922945e-267,"0","Serinc1"
"Rbm20",1.59211833655204e-270,0.272173653903852,0.389,0.202,3.52065127761753e-266,"0","Rbm20"
"Rasgrp3",1.93679584786204e-270,0.392666105633315,0.78,0.813,4.28283665837733e-266,"0","Rasgrp3"
"Prxl2c",9.40336355249904e-270,0.279334405846184,0.519,0.32,2.07936578236411e-265,"0","Prxl2c"
"Erbb3",1.49806795594361e-269,0.301003714172352,0.441,0.245,3.3126776709781e-265,"0","Erbb3"
"Prpf40b",4.08743831697653e-269,0.256315100828872,0.382,0.197,9.0385523503302e-265,"0","Prpf40b"
"Hk1",9.43290283475045e-269,0.33596160753199,0.9,0.896,2.08589780384837e-264,"0","Hk1"
"Rnf13",2.47641822899491e-268,0.336482368359574,0.788,0.78,5.47610362977645e-264,"0","Rnf13"
"AU022252",9.17203646632646e-267,0.260639410891701,0.468,0.264,2.02821242379877e-262,"0","AU022252"
"Blzf1",9.93216113424175e-267,0.262709601905516,0.478,0.274,2.19629879161488e-262,"0","Blzf1"
"Zfp777",1.02273480502619e-266,0.259371148761984,0.435,0.238,2.26157347435442e-262,"0","Zfp777"
"Lrp6",1.61485096226727e-266,0.337916751801095,0.908,0.924,3.57091993286161e-262,"0","Lrp6"
"Ddit3",1.20299022252164e-265,0.514687989032844,0.902,0.871,2.6601722790621e-261,"0","Ddit3"
"Rmnd5a",1.98077323388054e-265,0.339136310458685,0.805,0.8,4.38008385208003e-261,"0","Rmnd5a"
"Yes1",2.0460625035112e-265,0.326058300113332,0.507,0.318,4.52445801401431e-261,"0","Yes1"
"Rapgef2",3.34989711569418e-265,0.310302768451598,0.996,0.995,7.40762749193453e-261,"0","Rapgef2"
"Gm26688",3.42842507278671e-265,0.305737927798218,0.493,0.296,7.58127636345325e-261,"0","Gm26688"
"Dennd5a",1.22216214757659e-264,0.298924296212752,0.947,0.944,2.70256715693612e-260,"0","Dennd5a"
"Zfp30",3.79223577426628e-264,0.257987196070629,0.355,0.177,8.38577096763503e-260,"0","Zfp30"
"Atp7a",5.05389181185361e-264,0.275691726894258,0.911,0.89,1.11756709635519e-259,"0","Atp7a"
"Yjefn3",8.2865917905116e-264,0.272704139405593,0.398,0.212,1.83241404263583e-259,"0","Yjefn3"
"Plp1",1.26256613416386e-263,0.278273751686946,0.317,0.148,2.79191249247655e-259,"0","Plp1"
"Ocrl",1.84509690834649e-263,0.255854681370939,0.473,0.269,4.0800627934266e-259,"0","Ocrl"
"Asl",3.97987722887909e-263,0.294289119606812,0.868,0.886,8.80070251622034e-259,"0","Asl"
"Chd6",4.22794353169471e-263,0.305467005153341,0.909,0.915,9.3492515316365e-259,"0","Chd6"
"Avl9",6.11201061572999e-263,0.319752709713057,0.824,0.831,1.35154890745637e-258,"0","Avl9"
"Caprin1",1.43292076473963e-262,0.254576272534497,0.992,0.995,3.16861768706875e-258,"0","Caprin1"
"Tulp2",2.90550876621369e-262,0.265043190863208,0.381,0.197,6.42495153472833e-258,"0","Tulp2"
"Abcd3",4.68186877768792e-262,0.320697991738104,0.893,0.918,1.03530164281013e-257,"0","Abcd3"
"Pfn2",9.41459260347704e-261,0.268780335143932,0.436,0.243,2.08184886240688e-256,"0","Pfn2"
"Crip2",2.89464749239684e-260,0.261276754056885,0.98,0.982,6.40093399993713e-256,"0","Crip2"
"Sdsl",1.17146137662507e-259,0.35152545366739,0.594,0.439,2.59045254213103e-255,"0","Sdsl"
