SAMPLE,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,TYPE
TCGA.D1.A2G0.01A.11R.A32Y.07,0.026218173,0,0.000992103,0.380747518,0,0,0.259961226,0.044455963,0,0,0.031637988,0.04764776,0,0.022498161,0.043351381,0.084013805,0.011927251,0,0.044077921,0,0,0.00247075,MUT
TCGA.DF.A2KS.01A.11R.A18M.07,0.040833245,0,0.116110735,0.236135312,0,0.002832953,0.097393469,0.110564996,0.027306639,0.005702225,0.045082167,0,0,0.146804028,0.05289724,0.076001771,0,0.020466235,0.021868984,0,0,0,MUT
TCGA.EO.A3AV.01A.12R.A19W.07,0.002885824,0.011273078,0.081183921,0.247676016,0,0.011526513,0.125435122,0.039647646,0.048094444,0,0.013983951,0.097764522,0,0.067321091,0.134875336,0.046660278,0,0,0,0,0,0.071672259,MUT
TCGA.EY.A214.01A.12R.A157.07,0.182842497,0,0.120163108,0.069007455,0,0.132552161,0.00650242,0.010077986,0.036941418,0,0,0.032738206,0.00195148,0.152596291,0.060255367,0.020967044,0,0.077147089,0,0.012416669,0,0.083840811,no alteration
TCGA.A5.A2K7.01A.11R.A180.07,0,0.008147649,0.009189845,0.059129381,0,0.16592567,0,0.043536917,0.034789484,0,0,0.011069313,0,0.387935386,0.028158396,0.125452943,0,0.050172174,0,0.076061366,0,0.000431476,MUT
TCGA.EC.A1QX.01A.31R.A16F.07,0.015680056,0,0.001910675,0.332679742,0,0,0.09853358,0.050193056,0.050943123,0,0.015889424,0.117397105,0,0.17370687,0.03012815,0.018805209,0.008156758,0.002635025,0.071984433,0,0,0.011356794,MUT
TCGA.FI.A2F8.01A.12R.A17B.07,0.110776208,0,0.002534951,0.072021239,0,0.304661283,0,0.062591044,0.03162408,0,6.23E-05,0.033885328,0.005845023,0.084535766,0.086776818,0.048948494,0,0.122205012,0.033532457,0,0,0,no alteration
TCGA.A5.A0GN.01A.11R.A040.07,0.004144853,0.021129523,0,0.077660188,0,0.250592189,0.01255025,0.034307537,0.111238777,0,0,0.020209442,0.022729583,0.241403942,0.026631248,0.006933733,0.094146968,0.010701723,0.065620043,0,0,0,no alteration
TCGA.A5.A0GM.01A.11R.A040.07,0.012442777,0,0.000634247,0.011186986,0,0.098472412,0,0,0.046997742,0,0.011949511,0.013732634,0,0.610236082,0.0327025,0.121815507,0,0,0,0.036009067,0,0.003820534,MUT
TCGA.D1.A1NZ.01A.21R.A14D.07,0.05969732,0,0.012362796,0.080972947,0,0.122152135,0.010809793,0.107005435,0.064906001,0.060484788,0,0.02155531,0,0.231461313,0.12094564,0.080669217,0,0,0.026977306,0,0,0,MUT
TCGA.BK.A0CA.01A.21R.A118.07,0.108413957,0,0.053758041,0.094712773,0,0.13089055,0,0.014285533,0.069954853,0,0,0.052348915,0,0.238306774,0.011500094,0.108103146,0.035004016,0,0.008895968,0,0,0.073825379,MUT
TCGA.D1.A1O5.01A.11R.A14D.07,0.051294138,0,0.084342666,0.092716576,0,0.141261019,0,0.007283827,0.078048652,0,0,0.03317094,0.005812692,0.022042195,0.017237155,0.425632694,0,0,0.041157446,0,0,0,MUT
TCGA.BK.A139.01A.11R.A118.07,0.070044769,0,0.02369615,0.071068401,0,0.159605878,0.044530329,0.049998847,0.022209162,0,0.0110433,0.008723488,0,0.331736759,0.055423586,0.113272624,0,0,0.012658029,0,0,0.025988677,MUT
TCGA.AX.A2H4.01A.21R.A18M.07,0.021960274,0,0.006287768,0.251926196,0,0.09281341,0.090352988,0.058685856,0,0,0.011486189,0.009290315,0,0.069517509,0.204528918,0.093157816,0.010745697,0,0.038663101,0,0.038628333,0.00195563,no alteration
TCGA.AX.A1CK.01A.11R.A137.07,0.425207138,0,0.072819266,0.048653434,0,0.09644445,0,0.018282876,0.065647668,0,0,0.018483717,0,0.245323769,0.006602184,0,0,0,0.002535498,0,0,0,MUT
TCGA.AX.A05W.01A.21R.A466.07,0.036720012,0,0.02965267,0.05112736,0,0.106968267,0,0.080694137,0.025160032,0.021326004,0,0.026030454,0,0.388121755,0.040189352,0.138169493,0.050279862,0.001000124,0.004560478,0,0,0,MUT
TCGA.PG.A917.01A.31R.A37O.07,0.083858692,0,0.060385409,0.294734782,0,0.022385908,0.036299304,0.043206982,0.073135298,0.01783146,0,0.024841759,0,0.093879293,0.136398763,0.084523107,0.003281161,0,0.025238081,0,0,0,no alteration
TCGA.EY.A1GR.01A.11R.A13S.07,0.038957853,0,0.014144791,0.04512224,0,0.135200991,0.003575085,0.004066409,0.063896527,0,0,0.034111486,0.101793339,0.168206094,0.048330825,0.293828452,0.00245293,0,0.041829269,0,0.004483711,0,no alteration
TCGA.B5.A0K3.01A.11R.A040.07,0.035454668,0,0,0.079251236,0,0.117062038,0,0.041081061,0.072329902,0,0,0.069366684,0,0.352259408,0.038815605,0.114285722,0.030796294,0,0.030851756,0,0,0.018445626,no alteration
TCGA.AX.A06L.01A.11R.A118.07,0.1138433,0,0.024117778,0.050047808,0,0.131484016,0.073686398,0.030580469,0.035282981,0,0,0.065460921,0,0.301323305,0.077302559,0.012895838,0.011214953,0,0.0658111,0,0,0.006948573,MUT
TCGA.DI.A1NO.01A.31R.A157.07,0.022636952,0.001611386,0,0.053760677,0,0.260111656,0.019938102,0.012179921,0,0,0,0.043772167,0,0.43992757,0.053304532,0.053455605,0,0.039301432,0,0,0,0,no alteration
TCGA.AP.A052.01A.11R.A00V.07,0.007296115,0.025643221,0,0,0,0.137277975,0,0.040105122,0.007024738,0,0,0.064624265,0,0.410302577,0.042121998,0.094619932,0,0.169045191,0.001938866,0,0,0,HOMDEL 
TCGA.AX.A1CF.01A.11R.A137.07,0.125724349,0,0.173458508,0.020947124,0,0.17265772,0,0.017311569,0.073639164,0,0,0.072979187,0,0.26250251,0.034984112,0.013103178,0,0,0.032692579,0,0,0,no alteration
TCGA.AX.A3FV.01A.11R.A22K.07,0,0,0.004594635,0.143474795,0,0.020662783,0.084567439,0.038178867,0,2.49E-05,0,0,0,0.222927371,0.00514414,0.187044206,0,0,0.157555453,0,0.135825386,0,no alteration
TCGA.AP.A05N.01A.11R.A00V.07,0.082688832,0,0.034622536,0,0,0.145520803,0.026352789,0.015211214,0.016493852,0.048896312,0,0,0,0.463023255,0.010528585,0.079170633,0,0.053809661,0.015818556,0.007862971,0,0,MUT
TCGA.AJ.A23M.01A.11R.A157.07,0.138254176,0,0.066085734,0.032878061,0,0.113310504,0.03054328,0.027811156,0.029115972,0,0.001361602,0,0,0.275315652,0.054135572,0.086993317,0.126359254,0,0.017835719,0,0,0,no alteration
TCGA.BG.A0MO.01A.11R.A040.07,0.064109064,0,0.011511822,0.095100796,0,0.151228128,0.031912539,0.04238346,0.11597663,0,0,0.011292679,0,0.224834536,0.048942708,0.131237735,0.063045022,0,0.00842488,0,0,0,no alteration
TCGA.AP.A1E3.01A.11R.A137.07,0.046306948,0,0.008105765,0.139936311,0,0.227622605,0.056814389,0.041418512,0.055907382,0,0,0.048080072,0,0.230456987,0.01418776,0.044156408,0,0.018585883,0.068420978,0,0,0,MUT
TCGA.BG.A0RY.01A.11R.A104.07,0.01603256,0,0.005826552,0.005063604,0,0.097438137,0,0.00298316,0.021936825,0,0,0.012995871,0.047679758,0.501521106,0,0.147493866,0.054370566,0.044917515,0.041125949,0,0,0.000614529,MUT
TCGA.B5.A3FB.01A.11R.A19W.07,0.007860557,0.026146992,0.003623324,0.143494507,0,0.162447066,0.002981765,0.066998432,0.029959583,0,0,0.072762857,0,0.193788488,0.063717458,0.171971576,0.014937546,0,0.021056834,0,0,0.018253017,no alteration
TCGA.AJ.A3OK.01A.12R.A22K.07,0,0.011213144,0.015251185,0.165805122,0,0.30172982,0,0,0.039760398,0.033005402,0,0.068287794,0.003341372,0.038645499,0.04622573,0.094493677,0.031915417,0,0.150325439,0,0,0,MUT
TCGA.AJ.A3OJ.01A.11R.A22K.07,0.066090026,0,0.048544882,0.224596929,0,0.125501841,0.070501175,0.040120179,0.003673212,0,0,0.011266946,0,0.207378135,0.044196559,0.140244284,0,0,0.009411779,0,0,0.008474054,MUT
TCGA.EO.A3B0.01A.12R.A19W.07,0.060138281,0,0.087972213,0.02699592,0,0,0.019800508,0.044932675,0.013619379,0.067769897,0,0.049132865,0,0.410327976,0.061795252,0.108172883,0.005756896,0,0.043585256,0,0,0,MUT
TCGA.A5.A0R9.01A.11R.A104.07,0,0,0.010446175,0.172915227,0,0.123283293,0,0.048622124,0.124390257,0,0,0.034458992,0.047108254,0.178006376,0.082851573,0.137055523,0.016178104,0,0.0246841,0,0,0,MUT
TCGA.A5.A1OF.01A.11R.A14D.07,0.041224296,0,0.002812621,0.248041495,0,0.026632949,0.122186455,0.082319004,0.090309064,0,0.004092016,0.017358487,0.000540261,0.18551756,0.069547557,0.086768173,0,0.022650062,0,0,0,0,MUT
TCGA.AJ.A2QL.01A.11R.A18M.07,0.050066603,0,0.007395352,0,0,0.14872365,0.000356371,0.011695094,0.022162494,0.051065262,0.071050972,0.087596947,0,0.242578342,0.041964457,0.143064622,0.078274839,0,0.044004996,0,0,0,MUT
TCGA.BG.A2L7.01A.11R.A18M.07,0.042707098,0,0.030965489,0.225513732,0,0.101001513,0.038304277,0.069370665,0.130867283,0,0.030812805,0,0,0.145476452,0.072418083,0.108911061,0,0,0.003651543,0,0,0,MUT
TCGA.D1.A15W.01A.11R.A118.07,0.055714706,0,0.000109865,0.089573355,0,0.220436067,0,0.022302064,0.052384575,0,0,0.062607505,0,0.284423999,0.025773163,0.102128766,0.025665034,0,0,0.03873059,0.001682759,0.018467553,MUT
TCGA.AJ.A3QS.01A.11R.A22K.07,0.083943487,0,0.020981753,0.220978626,0,0.152570907,0.131102104,0.023061972,0.02920884,0,0,0,0,0.133321921,0.090180931,0.07648933,0,0,0.023051857,0,0,0.015108272,no alteration
